patent_id,title,filing_date,year,abstract
10000423,Direct metal bonding on carbon-covered ceramic contact projections of a ceramic carrier,2018-06-19,2018,
10000424,Fast firing method for ceramics,2018-06-19,2018,
10000425,Systems and methods for carbon structures incorporating silicon carbide whiskers,2018-06-19,2018,
10000426,Marking coating,2018-06-19,2018,
10000427,Phosphate solubilizing rhizobacteria bacillus firmus as biofertilizer to increase canola yield,2018-06-19,2018,
10000428,Method of processing organic waste,2018-06-19,2018,
10000429,Method and apparatus for operating a composter device,2018-06-19,2018,
10000430,Process for separating propylene mixed with propane by adsorption in a simulated moving bed,2018-06-19,2018,
10000431,"Process for the production of 1-chloro-3,3,3-trifluoropropene (HCFO-1233zd)",2018-06-19,2018,
10000432,Processes for the synthesis of chiral 1-alkanols,2018-06-19,2018,
10000433,Bisphenols and high-performance resins from terpenes,2018-06-19,2018,
10000435,Energy and environmentally integrated method for production of aromatic dicarboxylic acids by oxidation,2018-06-19,2018,
10000436,Method for preparing organic vapor-phase dehydration feedstock,2018-06-19,2018,
10000437,Nitrogen containing surfactants with alkoxylation on the hydroxyl group of fatty chains,2018-06-19,2018,
10000438,Small molecule inhibitors of TRPA1,2018-06-19,2018,
10000439,Process for producing alkyl acrylate,2018-06-19,2018,
10000440,Influencing the viscosity of N-butene-based ester mixtures by controlled use of ethene in the preparation of the ester precursors,2018-06-19,2018,
10000442,Certain metathesized natural oil triacylglycerol polyols for use in polyurethane applications and their related properties,2018-06-19,2018,
10000443,Compositions and methods for glucose transport inhibition,2018-06-19,2018,
10000444,Fluorine-containing ether monocarboxylic acid aminoalkyl ester and a method for producing the same,2018-06-19,2018,
10000445,Stable crystal modifications of DOTAP chloride,2018-06-19,2018,
10000446,Amino photo-reactive binder,2018-06-19,2018,
10000447,Compounds for targeting drug delivery and enhancing siRNA activity,2018-06-19,2018,
10000448,"Catalysts, methods, and systems for preparing carbamates",2018-06-19,2018,
10000449,Bisarylsulfonamides useful in the treatment of inflammation and cancer,2018-06-19,2018,
10000450,"N,N-substituted 3-aminopyrrolidine compounds useful as monoamines reuptake inhibitors",2018-06-19,2018,
10000451,MAP4K4 (HGK) inhibitors,2018-06-19,2018,
10000452,"Quinolone-based compounds, formulations, and uses thereof",2018-06-19,2018,
10000453,Chelation directed C—H activation reactions catalyzed by solid-supported palladium(II) catalysts,2018-06-19,2018,
10000454,Antidiabetic tricyclic compounds,2018-06-19,2018,
10000455,"Method for treating diseases associated with oxidative stress or endothelial dysfunction using substituted 1-pyrrolidinyloxy, 1-piperidinyloxy and 1-azepanyloxy compounds",2018-06-19,2018,
10000456,Polycyclic compounds as lysophosphatidic acid receptor antagonists,2018-06-19,2018,
10000457,Process for preparing imidazolium based ionic liquids with di-polymerized oxirane base,2018-06-19,2018,
10000458,"Production method of 1, 2, 4-triazole compound",2018-06-19,2018,
10000459,Heterocyclic compounds useful in the treatment of disease,2018-06-19,2018,
10000460,Chelate-controlled diastereoselective hydrogenation with heterogeneous catalyst,2018-06-19,2018,
10000461,Polycyclocarbonate compounds and polymers formed therefrom,2018-06-19,2018,
10000462,Optoelectronic material and organic optoelectronic device and image sensor,2018-06-19,2018,
10000463,Halogen-substituted heterocyclic compound,2018-06-19,2018,
10000464,"Process for preparing 3-[(4S)-8-bromo-1-methyl-6-(2-pyridinyl)-4H-imidazo[1,2-A][1,4]benzodiazepine-4-yl]propionic acid methyl ester or the benzene sulfonate salt thereof, and compounds useful in that process",2018-06-19,2018,
10000465,Antifungal compound process,2018-06-19,2018,
10000466,"Substituted 4,5,6,7-tetrahydropyrazolo[3,4-c]pyridines as factor XIa inhibitors",2018-06-19,2018,
10000467,Cyanine compounds,2018-06-19,2018,
10000468,Pyrazines as modulators of GPR6,2018-06-19,2018,
10000469,Heat shock protein 70 (hsp-70) receptor ligands,2018-06-19,2018,
10000470,Method for preparing nilotinib,2018-06-19,2018,
10000471,Pyrazole P38 map kinase inhibitors,2018-06-19,2018,
10000472,Photochromic compounds,2018-06-19,2018,
10000473,Indazole derivatives useful as glucagon receptor antagonists,2018-06-19,2018,
10000474,Histone deacetylase inhibitors and uses thereof,2018-06-19,2018,
10000475,Triazine carboxamides as sodium channel blockers,2018-06-19,2018,
10000476,"Pyridone derivative, pharmaceutical containing the same and methods of use thereof",2018-06-19,2018,
10000477,Dopamine D3 receptor antagonist compounds,2018-06-19,2018,
10000478,Pyrazol-3-ones that activate pro-apoptotic BAX,2018-06-19,2018,
10000479,Compounds and their methods of use,2018-06-19,2018,
10000480,"Amide-substituted heterocyclic compounds useful as modulators of IL-12, IL-23 and/or IFN alpha responses",2018-06-19,2018,
10000481,"1H-pyrrolo[2,3-B] pyridine derivatives and their use as kinase inhibitors",2018-06-19,2018,
10000482,Kinase inhibitors,2018-06-19,2018,
10000483,Bone marrow on X chromosome kinase (BMX) inhibitors and uses thereof,2018-06-19,2018,
10000484,Inhibitors of the renal outer medullary potassim channel,2018-06-19,2018,
10000486,Antiviral drugs for treatment of arenavirus infection,2018-06-19,2018,
10000487,Heterocyclic compounds that inhibit the kinase activity of Mnk useful for treating various cancers,2018-06-19,2018,
10000488,Heterocyclic compound,2018-06-19,2018,
10000489,Compounds αvβ6 integrin antagonists,2018-06-19,2018,
10000490,Inhibitors of the fibroblast growth factor receptor,2018-06-19,2018,
10000491,Process for producing diazabicyclooctane derivative and intermediate thereof,2018-06-19,2018,
10000492,Process for producing diazabicyclooctane derivative,2018-06-19,2018,
10000493,"Process and intermediates for the synthesis of 8-[{1-(3,5-bis-(trifluoromethyl)phenyl)-ethoxy}-methyl]-8-phenyl-1,7-diaza-spiro[4.5]decan-2-one compounds",2018-06-19,2018,
10000494,Small-molecule Hsp90 inhibitors,2018-06-19,2018,
10000495,Pyrrolotriazinones and imidazotriazinones as ubiquitin-specific protease 7 inhibitors,2018-06-19,2018,
10000496,Compositions useful for treating disorders related to kit and PDGFR,2018-06-19,2018,
10000497,Fused bicyclic heteroaromatic derivatives as kinase inhibitors,2018-06-19,2018,
10000498,"Selective proton coupled folate transporter and folate receptor, and GARFTase inhibitor compounds and methods of using the same",2018-06-19,2018,
10000499,Methyl diazepane orexin receptor antagonists,2018-06-19,2018,
10000500,Coelenterazine analogues,2018-06-19,2018,
10000501,Inhibitors of HIF prolyl hydroxylase,2018-06-19,2018,
10000502,Substituted thiohydantoin derivatives as androgen receptor antagonists,2018-06-19,2018,
10000503,Power supply system and connector,2018-06-19,2018,
10000504,Pseudopolymorphic forms of a HIV protease inhibitor,2018-06-19,2018,
10000505,Anti-cancer agents and preparation thereof,2018-06-19,2018,
10000506,"Optically active 2-hydroxy tetrahydrothienopyridine derivatives, preparation method and use in manufacture of medicament thereof",2018-06-19,2018,
10000507,Furo- and thieno-pyridine carboxamide compounds useful as pim kinase inhibitors,2018-06-19,2018,
10000508,"Crystalline dimethyl 3-(benzyloxy)-1-(2,2-dimethoxyethyl)-4-oxo-1,4-dihydropyridine-2,5-dicarboxylate",2018-06-19,2018,
10000509,Broad spectrum beta-lactamase inhibitors,2018-06-19,2018,
10000510,Salt forms of ceftolozane,2018-06-19,2018,
10000511,"Small molecules for the modulation of MCL-1 and methods of modulating cell death, cell division, cell differentiation and methods of treating disorders",2018-06-19,2018,
10000512,Compounds for the treatment of infectious diseases,2018-06-19,2018,
10000513,Thienothiophene—boron (donor-acceptor) based materials for organic light emitting diodes,2018-06-19,2018,
10000514,Method for producing tetraalkoxysilane,2018-06-19,2018,
10000515,Hydrosilylation reaction catalyst,2018-06-19,2018,
10000516,Phosphonate compounds for treatment of medical disorders,2018-06-19,2018,
10000517,Organic electroluminescent materials and devices,2018-06-19,2018,
10000518,Stabilisation of radiopharmaceutical precursors,2018-06-19,2018,
10000519,Methods of preparing nicotinamide riboside and derivatives thereof,2018-06-19,2018,
10000520,"B-vitamin and amino acid conjugates ofnicotinoyl ribosides and reduced nicotinoyl ribosides, derivatives thereof, and methods of preparation thereof",2018-06-19,2018,
10000521,Substituted gemcitabine bicyclic amide analogs and treatment methods using same,2018-06-19,2018,
10000522,Derivatives of uridine 5′-cyclophosphate useful to treat hepatitis C viral infections,2018-06-19,2018,
10000523,β-D-2′-deoxy-2′-α-fluoro-2′-β-C-substituted-2-modified-N6-substituted purine nucleotides for HCV treatment,2018-06-19,2018,
10000524,Synthesis of estetrol via estrone derived steroids,2018-06-19,2018,
10000525,Non-hormonal steroid modulators of NF-κB for treatment of disease,2018-06-19,2018,
10000526,"Optimized synthesis of pure, non-polymorphic, crystalline bile acids with defined particle size",2018-06-19,2018,
10000527,"11-substituted bile acid derivatives, process for the preparation thereof and use of these compounds as medicaments",2018-06-19,2018,
10000528,IBAT inhibitors for the treatment of liver diseases,2018-06-19,2018,
10000529,Synthesis of boronic ester and acid compounds,2018-06-19,2018,
10000531,Gamma-AA-peptide STAT3/DNA inhibitors and methods of use,2018-06-19,2018,
10000532,Bone delivery conjugates and method of using same to target proteins to bone,2018-06-19,2018,
10000533,"Immunotherapy against several tumors of the blood, in particular chronic lymphoid leukemia (CLL)",2018-06-19,2018,
10000534,"Peptide having osteoblast proliferation activity and periodontal ligament fibroblast proliferation activity, and use of same",2018-06-19,2018,
10000535,Template-fixed peptidomimetics,2018-06-19,2018,
10000536,Method for coating substrates with at least one monolayer of self-assembling proteins,2018-06-19,2018,
10000537,Polypeptides with permease activity,2018-06-19,2018,
10000538,Molecule for treating an inflammatory disorder,2018-06-19,2018,
10000539,Peptides and combination of peptides for use in immunotherapy against ovarian cancer and other cancers,2018-06-19,2018,
10000540,Fibroblast growth factor mutants having improved functional half-life and methods of their use,2018-06-19,2018,
10000541,Trail cell-penetrating peptide-like mutant MUR6 and preparation method thereof,2018-06-19,2018,
10000542,Double-acylated GLP-1 derivatives,2018-06-19,2018,
10000543,Glucose-regulating polypeptides and methods of making and using same,2018-06-19,2018,
10000544,Process for production of insulin and insulin analogues,2018-06-19,2018,
10000545,CD147 as receptor for pilus-mediated adhesion of Meningococci to vascular endothelia,2018-06-19,2018,
10000546,Compositions and method for use of recombinant T cell receptors for direct recognition of tumor antigen,2018-06-19,2018,
10000547,Peptides and combination of peptides for use in immunotherapy against various tumors,2018-06-19,2018,
10000548,GAL-1 variants having immuno-modulating properties and methods of using the same,2018-06-19,2018,
10000549,Compositions and methods for treatment of hematological malignancies,2018-06-19,2018,
10000550,GITRL-collectin fusion proteins and encoding nucleic acids,2018-06-19,2018,
10000551,"Chimeric polypeptides, polynucleotides encoding same, cells expressing same and methods of producing same",2018-06-19,2018,
10000552,TRAIL cell-penetrating peptide-like mutant MuR5 and preparation method thereof,2018-06-19,2018,
10000553,CD40L-specific TN3-derived scaffolds and methods of use thereof,2018-06-19,2018,
10000554,Modified laminin containing collagen binding molecule and use thereof,2018-06-19,2018,
10000555,Monomethylvaline compounds having phenylalanine side-chain modification at the C-terminus,2018-06-19,2018,
10000556,Single-domain VHH antibodies directed to norovirus GI.1 and GII.4 and their use,2018-06-19,2018,
10000557,Methods for raising antibodies,2018-06-19,2018,
10000558,Use of annexin A3 as a diagnostic and prognostic biomarker and therapeutic target for treating hepatocellular carcinoma,2018-06-19,2018,
10000559,Anti-PHF-tau antibodies and their uses,2018-06-19,2018,
10000560,"Anti-myostatin antibodies, polypeptides containing variant Fc regions, and methods of use",2018-06-19,2018,
10000561,Thymic stromal lymphopoietin (TSLP)-binding molecules and methods of using the molecules,2018-06-19,2018,
10000562,Antibody formulations,2018-06-19,2018,
10000563,Monoclonal antibodies that bind both IL-17A and IL-17F,2018-06-19,2018,
10000564,Methods of treating an inflammatory condition or sensitivity to an allergen with anti-IL-33 antibodies,2018-06-19,2018,
10000565,Use of IL-1 β binding antibodies for treating peripheral arterial disease,2018-06-19,2018,
10000566,Anti-CD33 antibodies and methods for treatment of acute myeloid leukemia using the same,2018-06-19,2018,
10000567,Humanized antibodies to cluster of differentiation 3 (CD3),2018-06-19,2018,
10000568,Compositions and methods for detecting EGFR in cancer,2018-06-19,2018,
10000569,Anti-cMet/anti-EGFR/anti-HER3 multispecific antibodies and use thereof,2018-06-19,2018,
10000570,Antibody variants having modifications in the constant region,2018-06-19,2018,
10000571,Anti-FGFR3 antibodies and methods using same,2018-06-19,2018,
10000572,Method for inhibiting the immune suppressive function of human T regulatory cells by administering an anti-GARP monoclonal antibody,2018-06-19,2018,
10000573,Monoclonal antibody and a method thereof,2018-06-19,2018,
10000574,Compositions comprising polypeptides,2018-06-19,2018,
10000575,Targeting O-acetylated GD2 ganglioside as a new therapeutic and diagnostic strategy for cancer stem cells cancer,2018-06-19,2018,
10000576,Bispecific antigen-binding constructs targeting HER2,2018-06-19,2018,
10000577,Treatment of otitis media,2018-06-19,2018,
10000578,Method for production of cellulose nanocrystals from Miscathus giganteus and composites therefrom,2018-06-19,2018,
10000579,Integrated process to recover a spectrum of bioproducts from fresh seaweeds,2018-06-19,2018,
10000580,"Preparation of poly alpha-1,3-glucan esters and films therefrom",2018-06-19,2018,
10000581,Therapeutic and imaging compositions and uses thereof,2018-06-19,2018,
10000582,Ethylsulfonated hyaluronic acid biopolymers and methods of use thereof,2018-06-19,2018,
10000583,Nano-sized hydrogenated diene-based latex particles,2018-06-19,2018,
10000584,Hydrogenation of nitrile rubber,2018-06-19,2018,
10000585,Process for producing aromatic vinyl/conjugated diene copolymer and product of hydrogenation thereof,2018-06-19,2018,
10000586,Method for producing polyvinyl alcohol,2018-06-19,2018,
10000587,"Cross-linked polyethylene fiber, its use and process for its manufacture",2018-06-19,2018,
10000588,Coating for the inner surface of plastic bottles for protection against degradation from volatile organic compounds,2018-06-19,2018,
10000589,"High performance Ziegler-Natta catalyst systems, process for producing such supported catalysts and use thereof",2018-06-19,2018,
10000590,Mixed decyl mercaptans compositions and use thereof as chain transfer agents,2018-06-19,2018,
10000591,Catalyst system for polymerization of an olefin,2018-06-19,2018,
10000592,Multistage process for producing polyethylene compositions,2018-06-19,2018,
10000593,Supported Salan catalysts,2018-06-19,2018,
10000594,Dual catalyst system for producing LLDPE copolymers with a narrow molecular weight distribution and improved processability,2018-06-19,2018,
10000595,Catalyst systems containing low valent titanium compounds and polymers produced therefrom,2018-06-19,2018,
10000596,Hydrolyzed divinylbenzene/maleic anhydride polymeric material,2018-06-19,2018,
10000597,Water-soluble hydroxyalkyl polymer obtained by a method of inverse suspension or inverse emulsion polymerisation,2018-06-19,2018,
10000598,Methods for preparation of molecularly imprinted polymers for wine extraction,2018-06-19,2018,
10000599,"Phosphorus-containing vinyl polyphenylene ether, resin composition comprising phosphorus-containing vinyl polyphenylene ether and product thereof",2018-06-19,2018,
10000600,Method for producing emulsion polymerisates,2018-06-19,2018,
10000601,Metathesized triacylglycerol polyols for use in polyurethane applications and their related properties,2018-06-19,2018,
10000602,Curable compositions,2018-06-19,2018,
10000603,"Organotin ester polymer compositions, methods of manufacture, and uses thereof",2018-06-19,2018,
10000604,Polymer and compensation film and optical film and display device,2018-06-19,2018,
10000605,Smart polymer materials with excess reactive molecules,2018-06-19,2018,
10000606,Polymer compositions based on PXE,2018-06-19,2018,
10000607,Method for producing polyamide resin,2018-06-19,2018,
10000608,Dynamic urea bonds for reversible and self-healing polymers,2018-06-19,2018,
10000609,"Self-crosslinking polysiloxane-modified polyhydroxy polyurethane resin, resin material containing same, method for producing same, artificial leather comprising same, and thermoplastic polyolefin skin material comprising same",2018-06-19,2018,
10000610,"Process to produce polycarbamate, polycarbamate produced thereby and a coating composition comprising the polycarbamate",2018-06-19,2018,
10000611,Platinum catalyzed hydrosilylation reactions utilizing cyclodiene additives,2018-06-19,2018,
10000612,Methods of making an elastomer composite reinforced with silica and products containing same,2018-06-19,2018,
10000613,Methods of making an elastomer composite reinforced with silica and carbon black and products containing same,2018-06-19,2018,
10000614,Method for the preparation of NFC films on supports,2018-06-19,2018,
10000615,Retaining compressive strength of thermoplastic-toughened epoxy composites under hot and wet conditions,2018-06-19,2018,
10000616,"Weatherable sheet for solar cell module, product obtained using the sheet, and process for producing the weatherable sheet for solar cell module",2018-06-19,2018,
10000617,Method of manufacturing porous fluorine-containing polymer membrane,2018-06-19,2018,
10000618,Polymeric aerogel fibers and fiber webs,2018-06-19,2018,
10000619,Diaphragm,2018-06-19,2018,
10000620,Polyarylene sulfide resin composition and method for producing same,2018-06-19,2018,
10000621,Polyurethane transmission belt and belt-molding material,2018-06-19,2018,
10000622,Glycolurils having functional groups and use thereof,2018-06-19,2018,
10000623,Accelerator compositions and methods,2018-06-19,2018,
10000624,Electrostatic dissipative polyester TPU and compositions thereof,2018-06-19,2018,
10000625,"Flame retarding agent, flame-retardant aqueous resin composition and flame-retardant urethane resin composition containing said flame-retarding agent, and use therefor",2018-06-19,2018,
10000626,Sterically hindered amine and oxyalkyl amine light stabilizers,2018-06-19,2018,
10000628,Polyarylene sulfide resin composition and use of same,2018-06-19,2018,
10000629,Resin composition whose lubricity under wet conditions is maintained,2018-06-19,2018,
10000630,Ethylene interpolymers having improved color,2018-06-19,2018,
10000631,Polypropylene-based resin sheet and formed object,2018-06-19,2018,
10000632,Rubbers with tunable levels of metal containing anti-agglomerants,2018-06-19,2018,
10000633,"Fluorine-containing cyclic olefin polymer composition, imprint product obtained using the composition, and method for producing the same",2018-06-19,2018,
10000634,Resin composition for molding use,2018-06-19,2018,
10000635,Thermoplastic resin composition for automotive interior components and molded article for automotive interior components using the same,2018-06-19,2018,
10000636,Methods for improving chemical and flame resistance with multi-functional photoactive additives,2018-06-19,2018,
10000637,Composition and process for making fine denier polyamide fiber,2018-06-19,2018,
10000638,Storage stabilized devulcanized tire rubber modified asphalt composition and the process for its preparation,2018-06-19,2018,
10000639,Composite wood board,2018-06-19,2018,
10000641,Method and composition for preventing corrosion of metal surfaces,2018-06-19,2018,
10000642,Long wave infrared transparent window and coating materials,2018-06-19,2018,
10000643,Waterborne corrosion resistant organic primer compositions,2018-06-19,2018,
10000644,Conductive water borne coatings and methods for enhancing coating conductivity,2018-06-19,2018,
10000645,Methods of forming solar cells with fired multilayer film stacks,2018-06-19,2018,
10000646,Method for preparing silica nanoparticles,2018-06-19,2018,
10000647,Aqueous pigment dispersion and aqueous ink,2018-06-19,2018,
10000648,Photo-curable ink composition,2018-06-19,2018,
10000649,Active energy ray-curable inkjet ink composition,2018-06-19,2018,
10000650,Ink set and recording apparatus,2018-06-19,2018,
10000651,"Metal nanoparticle composite body, metal colloidal solution, and methods for producing these",2018-06-19,2018,
10000652,Process for depositing metal on a substrate,2018-06-19,2018,
10000653,Printing ink dispersions comprising discrete carbon nanotubes,2018-06-19,2018,
10000654,Automotive plastic panel,2018-06-19,2018,
10000655,Hard coating composition,2018-06-19,2018,
10000656,"Ink, recorded matter, ink container, recording device, and recording method",2018-06-19,2018,
10000657,"Fluorine-containing urethane (meth)acrylate, curable composition, and antireflective film",2018-06-19,2018,
10000658,"Metallizable, scratch-resistant and solvent-resistant film",2018-06-19,2018,
10000659,Insulating layer-forming composition and use thereof,2018-06-19,2018,
10000660,Thiol-functional compound,2018-06-19,2018,
10000661,Nitrofunctional polyurethane dispersions for binder compositions,2018-06-19,2018,
10000662,Thermoplastic composite material reinforced with synthetic fibers and manufacturing process,2018-06-19,2018,
10000663,"Protective flowable or spreadable composition, articles of manufacture, an apparatus for manufacture and a process for manufacture thereof",2018-06-19,2018,
10000664,Underlayer film-forming composition for self-assembled films,2018-06-19,2018,
10000665,Hybrid material for optoelectronic applications,2018-06-19,2018,
10000666,Insulative products having bio-based binders,2018-06-19,2018,
10000667,Multilayer film for decorative molding,2018-06-19,2018,
10000668,Adhesive sheet,2018-06-19,2018,
10000669,Method of making a cable wrap,2018-06-19,2018,
10000670,Silver sintering compositions with fluxing or reducing agents for metal adhesion,2018-06-19,2018,
10000671,Electrically conductive adhesives comprising at least one metal precursor,2018-06-19,2018,
10000672,Spray can with pre-mixed fiberglass and resin,2018-06-19,2018,
10000673,Composition for structural adhesive,2018-06-19,2018,
10000674,Polypropylene based hot-melt adhesive composition,2018-06-19,2018,
10000675,Temporary adhesive with tunable adhesion force sufficient for processing thin solid materials,2018-06-19,2018,
10000676,Shaped abrasive particles and methods of forming same,2018-06-19,2018,
10000677,"Method of making ceramic shaped abrasive particles, sol-gel composition, and ceramic shaped abrasive particles",2018-06-19,2018,
10000678,"Ice-resistant paint for wind turbine blades, procedure for its preparation, use and wind turbine blade coated with the ice-resistant paint",2018-06-19,2018,
10000679,Phenolic resin composition,2018-06-19,2018,
10000680,High temperature stable thermally conductive materials,2018-06-19,2018,
10000681,Hollow hydrogel capsules and methods of using the same,2018-06-19,2018,
10000682,Methods of drilling,2018-06-19,2018,
10000683,Drilling fluids with crosslinked sulfonate-containing polymers dispersed in high density brines,2018-06-19,2018,
10000684,"Drilling fluid additive composition, and oil-based drilling fluid and use thereof",2018-06-19,2018,
10000685,Traceable polymeric additives for use in subterranean formations,2018-06-19,2018,
10000686,Methods for treating a well bore within an underground formation,2018-06-19,2018,
10000687,Smart water flooding processes for increasing hydrocarbon recovery,2018-06-19,2018,
10000688,Composition and method for enhanced hydrocarbon recovery,2018-06-19,2018,
10000689,Fluid composition for stimulation in the field of oil or gas production,2018-06-19,2018,
10000690,Ceramic particles with controlled pore and/or microsphere placement and/or size and method of making same,2018-06-19,2018,
10000691,Variably tacky proppants,2018-06-19,2018,
10000692,Fracturing or gravel-packing fluid with CMHEC in brine,2018-06-19,2018,
10000693,Methods and compositions for use in oil and/or gas wells,2018-06-19,2018,
10000694,Materials for organic electroluminescent devices,2018-06-19,2018,
10000695,"Method of manufacturing fluoride phosphor, white light emitting apparatus, display apparatus, and lighting device",2018-06-19,2018,
10000696,"Light-emitting ceramic, light-emitting element, and light-emitting device",2018-06-19,2018,
10000697,Magnesium alumosilicate-based phosphor,2018-06-19,2018,
10000698,Transparent ceramic garnet scintillator detector for positron emission tomography,2018-06-19,2018,
10000699,Phosphor-nanoparticle combinations,2018-06-19,2018,
10000700,Nematic liquid crystal composition,2018-06-19,2018,
10000701,"Cured-film formation composition, orientation material, and retardation material",2018-06-19,2018,
10000702,"Liquid crystal alignment agent, liquid crystal alignment film, and liquid crystal display element",2018-06-19,2018,
10000703,Catalytic fast pyrolysis process,2018-06-19,2018,
10000704,"Systems and methods for controlling, monitoring, and operating remote oil and gas field equipment over a data network with applications to raw natural gas processing and flare gas capture",2018-06-19,2018,
10000705,Apparatus for producing high VCM coke,2018-06-19,2018,
10000706,Serpentine fluid reactor components,2018-06-19,2018,
10000707,Pinned furnace tubes,2018-06-19,2018,
10000708,Method for heating crude,2018-06-19,2018,
10000709,Hydrocarbon resource processing device including radio frequency applicator and related methods,2018-06-19,2018,
10000710,Pyrolysis tar upgrading process,2018-06-19,2018,
10000711,Method and plant for obtaining crude oil products,2018-06-19,2018,
10000712,Hydroprocessing of biodiesel fuels and blends,2018-06-19,2018,
10000713,Configurations and methods of flexible CO2 removal,2018-06-19,2018,
10000714,Iron oxide nanoparticle dispersions and fuel additives for soot combustion,2018-06-19,2018,
10000715,Catalytic depolymerisation of polymeric materials,2018-06-19,2018,
10000716,Aqueous low friction coating for telecommunication cables,2018-06-19,2018,
10000717,Lubricating oil compositions containing encapsulated microscale particles,2018-06-19,2018,
10000718,"Sulphur-bridged compounds, use thereof and process for production thereof",2018-06-19,2018,
10000719,Lubricating oil composition,2018-06-19,2018,
10000720,Lubricant compositions containing beta-glucans,2018-06-19,2018,
10000721,Lubricating oil compositions with engine wear protection,2018-06-19,2018,
10000722,Refrigeration machine oil composition,2018-06-19,2018,
10000723,Distillation system,2018-06-19,2018,
10000724,Metathesized triacylglycerol green polyols from palm oil for use in polyurethane applications and their related properties,2018-06-19,2018,
10000725,Solid fast draining/drying rinse aid for high total dissolved solid water conditions,2018-06-19,2018,
10000726,High performance low viscoelasticity foaming detergent compositions employing extended chain anionic surfactants,2018-06-19,2018,
10000727,Packaged composition,2018-06-19,2018,
10000728,Cleaning composition with propellant,2018-06-19,2018,
10000729,Apparatus and method for aging liquids,2018-06-19,2018,
10000730,Biomaterial handling device,2018-06-19,2018,
10000731,Enzymatic transesterification/esterification processes employing lipases immobilized on hydrophobic resins in the presence of water solutions,2018-06-19,2018,
10000732,Microfluidic dual-well device for highthroughput single-cell capture and culture,2018-06-19,2018,
10000733,Method for affecting phenotypic activity of endophytic fungi,2018-06-19,2018,
10000734,Method for evaluating cell populations,2018-06-19,2018,
10000735,Method for differentiating pluripotent stem cell induced from mesenchymal stem cell into neuron,2018-06-19,2018,
10000736,Method for priming of T cells,2018-06-19,2018,
10000737,Generation of cytotoxic tumor specific cell lines and uses thereof,2018-06-19,2018,
10000738,Usage of odontogenic stem cells and genetically modified odontogenic stem cells,2018-06-19,2018,
10000739,Method and culture medium for improving pluripotent stem cell differentiation inducing efficiency,2018-06-19,2018,
10000740,In vitro production of foregut stem cells,2018-06-19,2018,
10000741,Compositions and methods for enhanced gene expression in cone cells,2018-06-19,2018,
10000742,Device and method of collection for RNA viruses,2018-06-19,2018,
10000743,2-deoxy-scyllo-inosose reductase,2018-06-19,2018,
10000744,"Engineered enzyme having acetoacetyl-CoA hydrolase activity, microorganisms comprising same, and methods of using same",2018-06-19,2018,
10000745,Therapeutic nuclease compositions and methods,2018-06-19,2018,
10000746,LAGLIDADG homing endonuclease cleaving the T cell receptor alpha gene and uses thereof,2018-06-19,2018,
10000747,Endoglycosidase mutants for glycoprotein remodeling and methods of using it,2018-06-19,2018,
10000748,Factor IX variants with clotting activity in absence of their cofactor and/or with increased F.IX clotting activity and their use for treating bleeding disorders,2018-06-19,2018,
10000749,"Valencene synthase polypeptides, encoding nucleic acid molecules and uses thereof",2018-06-19,2018,
10000750,Method of isolating nucleic acid,2018-06-19,2018,
10000751,Method and apparatus for isolating nucleic acids,2018-06-19,2018,
10000752,Antagonat compositions and methods of use,2018-06-19,2018,
10000753,Age-related macular degeneration treatment,2018-06-19,2018,
10000754,RNA interference mediated inhibition of gene expression using chemically modified short interfering nucleic acid (siNA),2018-06-19,2018,
10000755,Use of the chromosome 19 microRNA cluster (C19MC) for treating microbial disease and promoting authophagy,2018-06-19,2018,
10000756,"Lin28/let-7 crystal structures, purification protocols, and molecular probes suitable for screening assays and therapeutics",2018-06-19,2018,
10000757,Gene vector,2018-06-19,2018,
10000758,"Microorganisms and methods for enhancing the availability of reducing equivalents in the presence of methanol, for producing methacrylic acid",2018-06-19,2018,
10000759,Yeast alleles involved in maximal alcohol accumulation capacity and tolerance to high alcohol levels,2018-06-19,2018,
10000760,"Yeast with high content of Abu, γ-Glu-Abu, and/or γ-Glu-Abu-Gly",2018-06-19,2018,
10000761,DNA molecule used for recombinant Pichia plasmid and recombinant Pichia strain expressing PprI protein of Deinococcus radiodurans,2018-06-19,2018,
10000762,Sorghum-derived transcription regulatory elements predominantly active in root hair cells and uses thereof,2018-06-19,2018,
10000763,"Method for regulating expression of specific protein using cytokinin-responsive transcription factor, isoprenoid-producing plant having gene encoding cytokinin-responsive transcription factor introduced therein, and method for producing polyisoprenoid using said isoprenoid-producing plant",2018-06-19,2018,
10000764,Gene for increasing plant weight and method for using the same,2018-06-19,2018,
10000765,"Gene encoding cytochrome P450, and use thereof",2018-06-19,2018,
10000766,"Recombinant construct, recombinant microorganism, recombinant plant cell and method of providing plant with resistance against DNA virus and RNA virus",2018-06-19,2018,
10000767,Methods and compositions for plant pest control,2018-06-19,2018,
10000768,Compositions and methods for increasing nematode resistance in plants,2018-06-19,2018,
10000769,Bacillus thuringiensis genes with lepidopteran activity,2018-06-19,2018,
10000770,Methods of expressing products in mammalian cells,2018-06-19,2018,
10000771,Nuclear targeting sequences,2018-06-19,2018,
10000772,Methods and compositions for RNA-directed target DNA modification and for RNA-directed modulation of transcription,2018-06-19,2018,
10000773,Cytochrome P450 and use thereof for the enzymatic oxidation of terpenes,2018-06-19,2018,
