company_id,name,patent_id
637582e1-d84c-4f61-9209-97035570545c,EnTec Gesellschaft fuer Endokrinologische Technologie m.b.H.,5614213
888eda16-9f0e-4c22-9433-2b97e4e630a1,"Lab Products, Inc.",5165362
dce3b1cd-7ba7-4b81-ac35-7d09eae1359b,LMT Radio Professionnelle,4377005
8aaaea41-4f5f-45ba-8aa6-707a07218d6c,Bayer Pharmaceuticals Corporation,7803956
40d746d7-78fc-4973-b926-1d0161e92b9d,"Shachihata Industrial Co., Ltd.",D275687
533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD.",8558766
ec6dfeaf-5622-4da6-ae89-7cbf8d904b2e,Board of Trustees of Michigan State University,6410473
d441ba8a-375f-437b-b0b0-5669f3edefb8,Kloeckner-Humboldt-Deutz AG,5098368
361ffb07-0c17-47f5-a6e6-2018ada787c0,KORLOY INC.,6217264
8a361d71-30a7-4db6-b0ab-73636b36fe5b,"Hemex, Inc.",4326304
88638056-5bb5-4b60-8c17-24f1402946dc,Witte Automotive GmbH,11946295
9d6634ed-909a-4cf0-8c03-e7cc3a5b0961,Hansa Metallwerke AG,D445878
77b0e539-7552-487c-8171-df9127f7fa66,"SUMITOMO ELECTRIC INDUSTRIES, LTD.",4401998
b507b831-edcd-41ba-b913-5f0a65966bd8,Forestry and Fishries,5951506
cb5367eb-ebac-459a-b013-d92860572522,"Nissan Motor Co., Ltd.",12465990
9971439c-aa8f-4cf2-b787-3b80dc992cfa,NEC CORPORATION,5783036
9f6cb05e-bce3-4142-aad5-7f7b38a158ec,TE CONNECTIVITY SERVICES GMBH ET AL.,11264724
a7b79334-35a4-48e8-8143-47f2bfd65432,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),8838387
ac853623-5a99-45be-94e6-c4915fa768f4,"Shin-Etsu Chemical Co., Ltd.",11915845
87bbd77e-54e0-4d95-9c1b-7843963c09eb,TOYOTA JIDOSHA KABUSHIKI KAISHA,11772477
4aca4b90-da09-4851-92f6-e5658e9ca61d,Nortel Networks Limited,6298461
9971439c-aa8f-4cf2-b787-3b80dc992cfa,NEC CORPORATION,12412386
587aa06d-0264-428e-852e-6603464ffcce,"Virgo Optics, Inc.",4797893
895fc9a0-3868-4237-9c68-4118879f52b2,"DAQRI, LLC",D801587
230c3997-b227-4afd-be76-b42f549c0a5a,"NOTEVAULT, INC.",8949289
1548fb30-bae7-4aba-80da-e3dcf01b390b,Brother Kogyo Kabushiki Kaisha,6623192
1186af69-a13a-48fe-b2c6-d1c20a6b81eb,"Hitachi Global Storage Technologies Japan, Ltd.",6916557
88c962da-6df3-4f86-85ba-14c24c3cb600,"Taiwan Semiconductor Manufacturing Company, Ltd.",10804143
6147b723-38fd-4932-be02-76299eacc8e3,IMG Group Limited,5656081
a429ff76-df82-43a6-91a3-1a52b07bd681,MITUTOYO CORPORATION,6397667
b9240653-e653-4341-a25c-2788b9ff2eb5,"RVM Scientific, Inc.",6223584
a4c9e9be-489b-40ec-9ae1-3e1e893a62d5,Maschinenfabrik Buckau R. Wolf Aktiengesellschaft,4073661
ab02ca9c-5bcf-4acf-bdec-82b74c97c861,SONY ELECTRONICS INC.,9094729
fb12bbbc-4a8a-4b50-86a4-0bf6619cf644,CNH Industrial America LLC,10021834
eca00897-1c28-4eab-9b80-a7ce8f47af8e,I.M.D. Soft Ltd.,7831450
d9be2bbd-edfc-4202-bf9d-e3cf4c344b73,Trax Technology Solutions Pte Ltd.,10956711
5eaceda6-d637-4578-bbba-a40f5560b683,KONINKLIJKE PHILIPS ELECTRONICS NV,7203325
89f647d4-59cc-4858-9051-32aba3c013f4,"Ikanos Communications, Inc.",8705676
06cf80f1-42ba-42a6-b203-2a79447fca97,"Optum, Inc.",10938564
48710067-12ab-417e-aa22-0cb3e24efd57,Wisconsin Alumni Research Foundation,8889208
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,7797305
b23e3cee-e5d6-4ac2-8bbb-4707becdf7de,SK hynix Inc.,8107310
9341ddcd-cb70-42d1-9a77-c1d120af1a53,"H & S Manufacturing Co., Inc.",5042587
d1097181-f21f-4cfa-995a-7f16d587ea4a,"Hewlett-Packard Development Company, L.P.",7573282
3a6b2184-9e51-4e3e-9c6f-e0b3e21f6421,Roussel Uclaf,4257978
bef3e5fe-e6bf-41bf-be80-f3b7c89242d9,Tyco Healthcare Group LP,7507021
86e2d957-14eb-48e5-a42c-a1d571171da4,BUDDHA SHENG INTERNATIONAL LTD.,9532651
e4a38080-34e0-4ed2-be90-d80fb8688252,"Olympus Optical Co., Ltd.",4354743
d6d0f615-0be6-4f41-9685-73c3ddd014ae,MICHELIN RECHERCHE ET TECHNIQUE S.A.,D469056
8fd3c1d5-fae2-4f35-bcbe-c266e5cd93ef,SIEMENS GAMESA RENEWABLE ENERGY A/S,11462204
9598f088-2fab-465b-b09d-f6a33f111a17,"MARINE INNOVATION CO., LTD",D1007295
9181a46f-16aa-4ce2-85a7-00b0ecdcf8c2,"Kuvee, Inc.",9914631
8d3957b3-0431-419f-baa1-d445e683d3be,HOFFCO Incorporated,6155940
9d545c8b-42a9-4811-beb5-2c1fb2babaa6,"Navcom Technology, Inc.",7427950
1db23e41-6116-4ff7-9444-0119bc2d4b50,Silergy Semiconductor Technology (Hangzhou) LTD,11114931
d01b3382-9898-4e74-9f52-8e5a09ab79e9,Fustiplast S.p.A.,6668735
2ad1f6df-65c2-4ec7-be93-632dd81a3e13,Brooks Automation GmbH,8634633
f7de9ca4-d991-4028-a559-20e6c711d0ed,KONE CORPORATION,9637353
48710067-12ab-417e-aa22-0cb3e24efd57,Wisconsin Alumni Research Foundation,4225596
d7be4447-4923-4e6a-be22-de517bc6f026,"NTT DOCOMO, INC.",9451483
6ee8c61d-aa82-4e89-b6f9-4fec0aea9815,Flachglas Aktiengesellschaft,6020423
6dd92a3b-fa04-4f80-ba36-8e9dba603913,"PACESETTER, INC.",6648927
88c962da-6df3-4f86-85ba-14c24c3cb600,"Taiwan Semiconductor Manufacturing Company, Ltd.",12374592
1c631b96-8301-4819-bd8c-2e69e2ef6c76,Robert Bosch GmbH,6976642
53d298b2-8eff-445c-a379-c3a3a76534c7,KEMIRA OYJ,12332174
deb30313-8342-4e21-b6bf-0a855f880b7e,THALES DEUTSCHLAND GMBH,9599763
a42ba1ca-eafb-4dff-b0a2-604b53435405,Broadcom Corporation,7548726
cc350b07-a862-44df-8ba6-aad22a8433f4,AC International Inc.,5621627
ed6124a8-b349-4dd4-9e5c-0dff822131a7,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,7947487
cc1ad218-7522-4ef2-8358-d6d7af56c517,Grain Processing Corporation,6746698
9597e59a-b42a-4679-ad31-71072b81eb8f,"GranBio Intellectual Property Holdings, LLC",10435841
d030e45a-545e-442d-91f1-b935bbb58b80,LAP GmbH Laser Applikationen,5675625
a37e8efb-d513-49f7-bbc4-5a001813cb55,Japan Energy Corporation,5880258
a7b79334-35a4-48e8-8143-47f2bfd65432,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),8892102
048b2efe-1ff2-4857-9bbc-18422f0f1910,GOOGLE LLC,8744997
1035b885-c93f-404e-a291-f32054619767,"RESEARCH INSTITUTE OF PETROLEUM PROCESSING, SINOPEC",8716163
55e42561-db64-4374-9801-b18967826715,JFE Steel Corporation,8623514
633f0e19-78c6-4c2f-b6ba-072f6b455689,"LG Semicon Co., Ltd.",6018560
55bc7465-2823-418d-9835-41d555c610a6,SONY GROUP CORPORATION,8902924
c176b1ec-709c-45ac-a2f0-533bb11bb5c6,"Kooima Ag, Inc.",12484485
a3af5e72-1566-4ecb-8b6b-a332e88731af,"DNF CO., LTD.",11230492
a8ff5b01-5396-4174-bd3b-0245cf192b9b,"The United States of America, as represented by the Secretary of the Navy",7671799
906da649-dd98-4eac-a78c-d5dc3cc385b1,LG ELECTRONICS INC.,D715246
7f343ebf-da91-47c3-a20f-c6339a7765dd,"Cargill, Incorporated",9758799
332d9641-5e34-4d08-97e6-39c4f9af61da,"PerkinElmer Health Sciences, Inc.",7800057
3da4c986-211f-4499-8d7a-d0c794021c02,"AT&T Intellectual Property I, L.P.",9565216
93f8c962-7a18-45c0-b192-7a141f9a8b6c,"HITACHI, LTD.",5313650
72995387-2ab2-4094-970f-e2d45e1f1a69,SUNTORY FLOWERS LIMITED,PP28290
d4cb575a-62e9-427a-a67b-64d70ea2f427,"Eragen Biosciences, Inc.",7741471
94dc617b-2262-4bdf-9ece-35e5a3eb4a76,Filter Art,10994231
1d4a3263-81e0-42e2-9285-34101f7de27f,Microsoft Corporation,D766984
13763022-57a8-48fc-95cb-8ae0f92011bd,Fronius International GmbH,10003383
7ec28067-ddf7-44ed-93dc-dbcf136e6167,Messko Albert Hauser GmbH & Co. KG,6709496
4249e588-7a1f-4eef-8092-8abf4abc953a,Panasonic Intellectual Property Corporation of America,8989264
ee638462-0444-4376-a3ff-1143429bef01,SEB S.A.,7487715
77b0e539-7552-487c-8171-df9127f7fa66,"SUMITOMO ELECTRIC INDUSTRIES, LTD.",4399463
55bc7465-2823-418d-9835-41d555c610a6,SONY GROUP CORPORATION,9728576
1c631b96-8301-4819-bd8c-2e69e2ef6c76,Robert Bosch GmbH,4090297
b61e22a3-4786-4308-aa49-7cbde59501c9,"SHIONOGI & CO., LTD.",6462241
f68061b9-5827-43c8-8f62-33cae08b6d16,Siemens Aktiengesellschaft,5748141
6674b19e-00dc-4dad-8048-ebfc1273f51c,Verizon Patent and Licensing Inc.,11689982
7e8d4993-5f7f-4d91-b7c1-5ad1dbd5d9b1,"Second Sight Medical Products, Inc.",8583241
88c962da-6df3-4f86-85ba-14c24c3cb600,"Taiwan Semiconductor Manufacturing Company, Ltd.",11437431
15396827-1340-4368-866f-bf9007f43098,Kyocera Document Solutions Inc.,10488809
56ffb6e9-2576-4f82-8d89-30d37f41a94c,TECNIPLAST S.P.A.,11399515
7b0659de-0b78-47b5-8206-08fc9f1ecab1,"Pro Tech Systems of Maryland, Inc.",8854180
aa20bd4b-74d8-42d4-bc18-2c8d3040ab7e,AXENS,11592088
2aa10b23-82f9-4c7a-bdf3-ad650ab22219,THE REGENTS OF THE UNIVERSITY OF MICHIGAN,10463734
26e3546d-1e3a-4686-8301-4df27624c372,"A+ Manufacturing, LLC",7134318
4f5abdc0-7f69-4716-960a-e283492b928b,"KAZ, Inc.",D483456
c40a6de9-bebc-4566-bcc5-057d27f33c79,"SPINE WAVE, INC.",12208020
15c4ddaf-40ae-4869-996a-1842c45d40e2,"Performance Display Group, Inc.",9339123
9bf20cd1-c7c3-4ad1-894e-de4c0f5f94de,Compagnie Internationale pour l'Informatique Cii-Honeywell Bull (Societe Anonyme),4449131
b904f566-62d6-44a5-8689-7b5c5a3a1a19,General Electric Company,4765132
944acdd5-f17e-44f8-9a32-846a48baeec6,"SHANGHAI KUMHOSUNNY PLASTICS CO., LTD.",10487206
6ce04dde-f383-4923-8798-780d1a608ed6,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,7225027
fd3b4ed9-fb12-4866-9885-282c43154b89,"LG Chem, Ltd.",8846243
6680ed0e-0245-4861-b305-ac79b0d8afdb,"TOYOTA RESEARCH INSTITUTE, INC.",11521028
2a92d070-3a1c-4003-b92c-5401dad274bf,"HUIYANG ZING EAR INDUSTRY CO., LTD.",D830979
290cf5cf-551e-420f-8894-9dbd301826a1,Lutron Technology Company LLC,D909788
2d378c80-83f0-471c-9ce7-c50c83b3c861,BBC International LLC,D426943
ea9b3e84-48ba-47ec-8903-1e151eab97c6,Merck Patent GmbH,8710284
5679b8a6-8c19-4878-9fb7-0d3679c06e83,DuPont Canada Inc.,4923004
c05f8532-ebf4-472b-9f39-3724b06bb8d0,THE ESAB GROUP INC.,D935499
920ab1d2-6ed6-402d-907d-314f1c0bd628,WEST CORPORATION,9094485
0350699e-0a64-42b6-8f35-7b721f8cb4dd,SAUDI ARABIAN OIL COMPANY,10401155
1b7df2b5-6ba8-45e7-978f-a91d69bf49be,HONEYWELL INTERNATIONAL INC.,8215169
141cd442-ad12-4f70-86fd-b0b794fddea7,Au Optronics Corporation,7728934
e26f6502-4416-481e-b15a-e69178b15dfc,"Micron Technology, Inc.",6571204
7aacb8f8-1d6e-4a8b-a275-4314427f8b6b,Carderm Capital L.P.,5439689
41dc471d-a24d-4faf-83c0-db9a8f1b9883,"FUJI ELECTRIC CO., LTD.",11621320
cd3304df-ae79-46b2-90b2-59524735adf2,"Selectech, Inc.",6071044
4ef2b9c8-d3e7-40d6-ac53-8694d8fe890f,Kabushiki Kaisha Toshiba,4651269
06bed6e9-5383-4a30-a0ab-40ab98cd0edc,"Toshiyuki Hamaoka Daiichi Seiyaku Co., Ltd.",4681856
c9ba1bb6-ab94-4eb0-9962-b13782cd4acd,Mannesmann Kienzle GmbH,4695048
1586807c-4488-47b8-82ff-7d09aa80fa88,"Clarity Medical Systems, Inc.",8506083
dfdf1f1a-8f22-41dc-a7f0-855bde20ca67,CANON KABUSHIKI KAISHA,11843886
f68c5b24-db57-4f02-8fdc-571bc8e71b2f,"Sonoco Development, Inc.",10448757
5d4f358a-1d7b-49f2-b132-6bb9c2cfd725,Tokyo Electron Limited,8444848
ce7880d4-1729-4a29-b993-9b31f2946913,"KnowBe4, Inc.",11108791
3da4c986-211f-4499-8d7a-d0c794021c02,"AT&T Intellectual Property I, L.P.",8631163
77b0e539-7552-487c-8171-df9127f7fa66,"SUMITOMO ELECTRIC INDUSTRIES, LTD.",6717508
da5426d2-7a1c-4d65-85f8-ceb3c99d578f,TDK CORPORATION,5077625
7385c5f4-3dd4-4af5-b395-b0b5e8fe0b00,California Institute of Technology,11757308
55053c89-6ad9-4912-92a8-94199a9820f2,"Global Therapeutics, LLC",5769866
e4a38080-34e0-4ed2-be90-d80fb8688252,"Olympus Optical Co., Ltd.",5339195
3cf648fb-b5d1-4c4a-95bf-e1226e728f37,B+BTEC INTERNATIONAL BV,D857772
cb611b09-7b38-4e94-bbe5-e2abf0385bd3,CORNING INCORPORATED,8673064
5952964e-63c6-4284-9012-0fdd0643f715,Fujitsu Limited,5649312
f918f0b6-bba7-4f00-a261-609122e727df,HKC CORPORATION LIMITED,10573251
988abd55-08cb-4eb9-80f6-d06dd9600068,IGT,9536394
77b0e539-7552-487c-8171-df9127f7fa66,"SUMITOMO ELECTRIC INDUSTRIES, LTD.",5384649
b904f566-62d6-44a5-8689-7b5c5a3a1a19,General Electric Company,9006925
681bb272-dacd-4789-b8d1-1c43e9ed8fbf,3M INNOVATIVE PROPERTIES COMPANY,9957358
fcfa28e4-e80f-4a72-bfe6-beb01416023d,Telecom Technologies Pty. Ltd.,D308867
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,10650111
c0f3c27d-a184-497e-be6d-a0db9f01d3e8,HUBER+SUHNER AG,9057862
533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD.",D886831
bf109624-655c-46c4-8e1e-6884a23dc784,Societe Nationale Elf Aquitaine,4436658
3591423e-2b44-4d5b-8595-d43ebbe1cb89,Tokyo Shibaura Denki Kabushiki Kaisha,4056331
65ea45bc-4bc2-4ea3-acc9-a767c1cb5e2f,"American Bottlers Equipment Co., Inc.",4926999
55715b8e-9037-47c9-8e27-a2acf13d6047,Intel Corporation,9924432
bf72ec51-c46c-431f-8ea0-7eec2e84ff81,Konetehdas-Maskinfabrik NORCAR Ky Kb,4470475
b9802033-15b4-4d59-bef4-74daebc7d68d,Director-General of Agency of Industrial Science and Technology,5859217
77c7859e-28dc-4ef1-81ba-5a02b9cdc28d,"Rovi Guides, Inc.",12069333
7385c5f4-3dd4-4af5-b395-b0b5e8fe0b00,California Institute of Technology,8616328
bb189dc5-f779-4350-9bcd-42b961dc9c88,International Telephone and Telegraph Corporation,D247439
926823ac-8450-4319-9025-06572a2268d9,SICK AG,6904811
d296070d-cf62-4e8a-a308-4bceb53e02e1,Colgate-Palmolive Company,D478657
ac5ed98d-3102-481a-a299-496319daaa3c,"Medtronic, Inc.",11744518
9696b9a6-14bf-4aba-a7e5-acb5c0644a12,Fuji Rubber Co. Limited,4800243
9971439c-aa8f-4cf2-b787-3b80dc992cfa,NEC CORPORATION,5933846
9babf80a-7cc8-4290-a1e0-fde8a9403805,"SUMITOMO OSAKA CEMENT CO., LTD.",12092910
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,8161422
53568d07-6b7b-421e-8ab1-72c90e32af96,Thomas Jefferson University,7723030
9971439c-aa8f-4cf2-b787-3b80dc992cfa,NEC CORPORATION,5379277
cdadaa33-79ab-4069-afc2-1057e6b6c08d,"Eight Holdings, LLC",5114036
7dfcf143-250a-4a80-b2fd-1a8d5e69c3e8,Thomson Licensing,8561120
2a508377-4a0f-4c2f-b45c-c4f970fb4d20,SECURE-IC SAS,10361854
55bc7465-2823-418d-9835-41d555c610a6,SONY GROUP CORPORATION,8014521
9971439c-aa8f-4cf2-b787-3b80dc992cfa,NEC CORPORATION,9549384
bcf802d8-53dd-4e7e-bf4d-3b63625bdd3c,EASTMAN KODAK COMPANY,4128422
a7b79334-35a4-48e8-8143-47f2bfd65432,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),12213033
93f8c962-7a18-45c0-b192-7a141f9a8b6c,"HITACHI, LTD.",6914309
6cd6601e-ac45-4a0b-a391-3e14d4ddaa06,Heriot-Watt University,7304745
3d773e3b-499f-4c42-a60e-5704ed9abb22,"Kinze Manufacturing, Inc.",4986367
9f54683b-a055-4401-a312-5d60888223b6,Gebr. Happich GmbH,5533776
da258d86-b522-4ca8-b9c9-e44856d6d0f8,SPLUNK Inc.,D997957
533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD.",11423251
c649ccab-98da-487d-8213-5175c00e8126,"Daifuku Co., Ltd.",10266351
0fe7174b-6eee-4bae-9d12-aef0399a82ee,"MIPS Technologies, Inc.",7925859
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,7844802
3dba04b4-d008-43dc-b242-32930721df51,"Far Great Plastics Industrial Co., Ltd.",5180176
b104ea10-c000-448a-a01b-e04fcc00c65d,Metallgesellschaft AG,4207083
84a9ecf4-8bc8-457e-aaef-25c56097b355,"PAN PACIFIC COPPER CO., LTD.",8030087
c414ac25-4d72-4838-bc91-8c759e4baa3e,KOSMEK LTD.,7758031
048b2efe-1ff2-4857-9bbc-18422f0f1910,GOOGLE LLC,9258279
8a03b7d9-0444-4dfc-9737-bf029c47a462,"FORD GLOBAL TECHNOLOGIES, LLC",7676321
d4da6eff-2052-4e79-99f3-97e3aa80b3ed,"Xilinx, Inc.",6100705
23b9961b-cdcd-414e-b2da-258a050c01aa,Conte SA,5244297
d75e4317-a7cd-40a4-9bea-89df484317fe,"Muvik Labs, LLC",11205408
4ef2b9c8-d3e7-40d6-ac53-8694d8fe890f,Kabushiki Kaisha Toshiba,5093698
4840cedc-7dcd-4aa9-9d62-ee877f7ef128,Xerox Corporation,8351100
93f8c962-7a18-45c0-b192-7a141f9a8b6c,"HITACHI, LTD.",7378662
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,9576022
2142ec0c-ae6b-4c81-a44e-602f2a3a77a1,Phillips Petroleum Company,4267307
69048f83-05b1-4abf-97b0-f2ee3761f3c7,May Patents Ltd.,9630062
d17234ce-2efa-459a-8681-7fc102953283,Milliken Research Corporation,5221124
62f0f164-cb69-48c2-9573-66ecd41c13cd,AT&T Bell Laboratories,4635263
83c849be-f31a-410b-abcb-b9ed098533ca,"ROHM CO., LTD.",6212149
328434ce-a701-4c29-8aef-e9a7d3722319,"MURATA MANUFACTURING CO., LTD.",5952970
416697d5-3e47-4894-ba44-c3b21c0b5557,Fehlbaum & Co.,D312177
4840cedc-7dcd-4aa9-9d62-ee877f7ef128,Xerox Corporation,6134747
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,10771585
328434ce-a701-4c29-8aef-e9a7d3722319,"MURATA MANUFACTURING CO., LTD.",6250162
6e84d62a-29d8-466a-9b04-cd4f9a318cf7,"BECTON, DICKINSON AND COMPANY",9341625
87bbd77e-54e0-4d95-9c1b-7843963c09eb,TOYOTA JIDOSHA KABUSHIKI KAISHA,4359192
7fa36de2-2f4b-4708-9b7e-cb2f05de7f85,"SUMITOMO RUBBER INDUSTRIES, LTD.",D1066533
dd9ddc78-68e7-406c-b3e2-ba89408771e2,"Raymond Lee Organization, Inc.",4076009
fa497132-26a9-47a9-981c-bf9dc0e48553,Staar S,4447900
c6b824e2-2548-4481-88c3-0f7d1491f099,"Prairie Technical Industries, Inc.",6427995
5eaceda6-d637-4578-bbba-a40f5560b683,KONINKLIJKE PHILIPS ELECTRONICS NV,8183756
6cc84715-740b-425f-ac71-ce4298e1fc6d,Tomra Systems OY,D435596
f03635c8-6b6c-4f2b-bb6c-b52678f56aae,QUALCOMM Incorporated,11343804
93f8c962-7a18-45c0-b192-7a141f9a8b6c,"HITACHI, LTD.",4614692
97760291-0b5c-48b4-baf4-588d102b53b7,"ADC Telecommunications, Inc.",D455720
55bc7465-2823-418d-9835-41d555c610a6,SONY GROUP CORPORATION,8581864
ff21cc91-569c-48ed-81f7-0ea2219a4676,Fisher & Paykel Healthcare Limited,11318265
1d4a3263-81e0-42e2-9285-34101f7de27f,Microsoft Corporation,D702184
1d2c2fed-d12b-4516-9c60-b1eb6ae100b3,T-MOBILE INNOVATIONS LLC,11558732
1918bc79-3bf3-4be6-8ea5-c5438e714ae2,Infineon Technologies AG,7326985
0e6b8315-4105-4c70-86bb-be9a17d61fdf,"Unger Marketing International, LLC",D685546
dfdf1f1a-8f22-41dc-a7f0-855bde20ca67,CANON KABUSHIKI KAISHA,7369744
3856a7f2-e98a-4f36-b78d-80a303b6a516,Zoetis Services LLC,12054518
88b00150-b957-48dd-bad2-2c9d34ad95da,ISC Chemicals Limited,5055138
ab02ca9c-5bcf-4acf-bdec-82b74c97c861,SONY ELECTRONICS INC.,8095178
6680ed0e-0245-4861-b305-ac79b0d8afdb,"TOYOTA RESEARCH INSTITUTE, INC.",11458891
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,8086577
57a9dc49-0166-49f4-87bb-6e3103986205,MITSUBISHI MATERIALS CORPORATION,9901991
16dadf0c-0a7b-47de-9a60-e612a9d3f34d,Deutsche Babcock Aktiengesellschaft,4193418
ae6dc204-c051-4bbe-a85f-08c89ae13ffa,"Educational Insights, Inc.",4757616
5c83f2b6-f1db-4ce9-979b-fb71742e34f9,"MIMAKI ENGINEERING CO., LTD.",11104139
93f8c962-7a18-45c0-b192-7a141f9a8b6c,"HITACHI, LTD.",6662659
0d787a0c-8e17-4178-9c75-239ca87ab361,"Codexis, Inc.",10781429
0f4139b9-4113-4ca4-a7e6-c2a9199881cf,SHARP KABUSHIKI KAISHA,8837304
fac014cf-3029-449c-ac39-20f6cd6a2990,KYMETA CORPORATION,11909091
ba611244-51ff-45a5-86da-af7df2fdbf82,"TECHCO HOLDINGS, INC.",4956590
cb5367eb-ebac-459a-b013-d92860572522,"Nissan Motor Co., Ltd.",7026742
8fac3c81-1f5f-4fa1-9e4a-2087fd535da7,UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION,5488145
5b0b2179-927c-48dd-a8ee-211adb1d7e7a,"RICOH COMPANY, LTD.",10163045
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,9569724
40270566-0167-4036-9c62-5fb8fda0f747,"ACCURENCE, INC.",11481968
4ef2b9c8-d3e7-40d6-ac53-8694d8fe890f,Kabushiki Kaisha Toshiba,7913029
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,6426530
87bbd77e-54e0-4d95-9c1b-7843963c09eb,TOYOTA JIDOSHA KABUSHIKI KAISHA,7383917
534a985d-a3a2-4026-9c3c-075ed7287a23,"KST-Motorenversuch GmbH & Co., KG",5167934
d296070d-cf62-4e8a-a308-4bceb53e02e1,Colgate-Palmolive Company,8562956
2afcf065-78e1-4d7e-8e54-35fc5adb679d,"MALASPINA LABS (BARBADOS), INC.",9959886
04286cbe-09f8-4678-a777-007563e32936,General Motors LLC,6513886
f03635c8-6b6c-4f2b-bb6c-b52678f56aae,QUALCOMM Incorporated,11483855
fe0e94d9-8410-4e77-82fc-2e3bbd3a7d72,Zexel Valeo Climate Control Corporation,6860324
ffe3d9c7-9511-49d1-a145-22d90431fe84,RPX Corporation,9084100
9d9e6052-f35b-4f7f-98bb-973a4dbb3b8c,"Air Products and Chemicals, Inc.",6998507
b1589f68-9e34-4832-aab4-81e3ad1d90b5,Chrysler Group LLC,D586712
af98751d-5304-4c60-bf5d-38049fa1469c,"BLUEBEAM SOFTWARE, INC.",7600193
d1dca498-7408-4650-93cb-3f395f7fd81a,Steelcase Inc.,D336191
38cff6e0-fc52-4faf-9fa9-b72912600dee,Apple Inc.,8094816
402a376c-ecbf-4a18-b5ca-52ac77684dac,"USens, Inc.",10657367
74c11be2-20ec-49fe-ac26-d839d375bd32,MITSUBISHI ELECTRIC CORPORATION,4947376
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,8583734
385560a3-3671-4fb7-b284-b0325157da84,Kao Corporation,6645348
27eac8bb-13ee-450f-8e8f-0d41af802ee2,Pypestream Inc.,10659403
bea9162e-58ff-4153-a71a-837e866a544f,"Groupon, Inc.",10228829
08f25b24-e02b-458b-9ff4-393cee316eff,"Advanced Micro Devices, Inc.",6366610
877b4262-7552-45e3-adc3-c484b3095cf3,SEIKO EPSON CORPORATION,9475318
29ecc94e-9d6b-42d1-b7f5-f8cb9d044fd7,"GLOBERIDE, INC.",D785749
17909d2d-99cb-4300-b614-e4f1ad14a4e0,HUGHES ELECTRONICS LIMITED,6046556
19be5eaa-06d0-40ed-80ea-9caa7b66ef8e,"Impact Weapons Components, LLC",D762111
44eeda0d-2aa0-409d-af71-cbd2e435ac42,Universiteit Gent,12410222
0bc189af-3eb0-4f95-9c77-b230b103c2cb,PANASONIC HOLDINGS CORPORATION,D661666
d6f138ea-5fbc-4de0-b58f-9080a787105f,BASF SE,5852136
9e3fc65c-f7f7-4e31-86e3-b213e622bcc6,GLOBE UNION INDUSTRIAL CORP.,D618311
ebc17259-4330-4d0a-8e60-314323853f1f,"PRIMARION, INC.",7521913
93f618bb-90e4-4ade-9335-47a348120ecc,"Alpha Enterprises, Inc.",5782348
8780435a-504c-4006-8ee4-97e6b74b645d,SANDEN CORPORATION,6865445
4ef2b9c8-d3e7-40d6-ac53-8694d8fe890f,Kabushiki Kaisha Toshiba,7706408
6926e62c-3468-44f0-bf44-36cd59f19ae6,"Cequent Consumer Products, Inc.",8845155
8f4094b7-206a-49cc-bada-d91974888071,The Procter & Gamble Company,5061393
b1f192a1-1923-4f12-9ad5-d84a83450eff,"Bell Communications Research, Inc.",4683573
c201b109-e685-4117-a452-69e243f072b7,"Futurewei Technologies, Inc.",8995570
1d1dcc92-2327-4301-bac0-3f9bc23b1e55,Canon Medical Systems Corporation,11200976
d921172d-c820-4c2b-b38e-91f2e3ba3b20,"POWER INTEGRATIONS, INC.",7212058
f03635c8-6b6c-4f2b-bb6c-b52678f56aae,QUALCOMM Incorporated,11374542
d6af8c24-3d35-4a52-948d-ae07b3d3f9c3,"Tokiwado Kaminari Okoshi Co., Ltd.",4548830
0c565fb0-6a6a-4836-a167-a40b2327b131,"NINTENDO CO., LTD.",9101832
3a6b2184-9e51-4e3e-9c6f-e0b3e21f6421,Roussel Uclaf,3984398
f12e5060-d574-4b92-ab95-d56f60d2d710,"Omnova Solutions, Inc.",6034005
8d78b658-5e26-4426-89b3-3244a2cd5e0c,"Plantronics, Inc.",D898708
